Owner,Repo,XText File,Commit Count
xtext,xtext-reference-projects,domainmodel/2.21.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,2
xtext,xtext-reference-projects,domainmodel/2.22.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.23.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.24.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.25.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.26.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.27.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.28.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.29.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.30.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.31.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.32.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.33.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.34.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,domainmodel/2.35.0/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.12.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.14.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.15.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.16.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.17.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.17.0.M1/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.17.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.18.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.18.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.19.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.19.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.20.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.20.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.21.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.21.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.22.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.22.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.23.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.23.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.24.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.24.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.25.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.25.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.26.0-J11/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.26.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.27.0-J11/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.27.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.28.0-J11/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.28.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.29.0-J11/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.29.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.30.0-J11/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.30.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.31.0-J11/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.31.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.32.0-J11/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.32.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.33.0-J11/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.33.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.34.0-J11/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.34.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.35.0-J11/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-gradle/2.35.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.12.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.13.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.14.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.15.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.16.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.17.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.17.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.17.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.18.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.18.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.19.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.19.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.20.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.20.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.21.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.21.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.22.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.22.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.23.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.23.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.24.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.24.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.25.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.25.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.26.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.26.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.27.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.27.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.28.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.28.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.29.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.29.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.30.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.30.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.31.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.31.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.32.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.32.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.33.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.33.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.34.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.34.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.35.0-J11/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-maven/2.35.0/org.xtext.example.mydsl/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.14.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.15.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.16.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.17.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.17.0/org.xtext.example.mydsl.parent/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.17.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.18.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.18.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.19.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.19.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.20.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.20.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.21.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.21.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.22.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.22.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.23.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.23.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.24.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.24.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.25.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.25.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.26.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.26.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.27.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.27.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.28.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.28.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.29.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.29.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.30.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.30.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.31.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.31.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.32.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.32.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.33.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.33.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.34.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.34.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.35.0-J11/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
xtext,xtext-reference-projects,greetings-tycho/2.35.0/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
mzaks,FlatBuffersSchemaEditor,maxim.zaks.flattBuffers/src/maxim/zaks/FlatBuffers.xtext,9
vorburger,eLang,ch.vorburger.el/src/ch/vorburger/el/EL.xtext,7
fuinorg,emt-xtext-archetype,src/main/resources/archetype-resources/__package__/src/__basePackagePath__/__dslName__.xtext,1
eclipse-soc,amalgamation-examples-xtext,org.xtext.example.droid/src/org/xtext/example/droid/Droid.xtext,21
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.check.core/src/com/avaloq/tools/ddk/check/Check.xtext,3
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.check.test.runtime/src/com/avaloq/tools/ddk/check/TestLanguage.xtext,1
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.checkcfg.core/src/com/avaloq/tools/ddk/checkcfg/CheckCfg.xtext,3
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.sample.helloworld/src/com/avaloq/tools/ddk/sample/helloworld/HelloWorld.xtext,3
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.export/src/com/avaloq/tools/ddk/xtext/export/Export.xtext,5
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.expression/src/com/avaloq/tools/ddk/xtext/expression/Expression.xtext,3
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.format.test/resource/com/avaloq/tools/ddk/xtext/format/scoping/A.xtext,1
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.format.test/resource/com/avaloq/tools/ddk/xtext/format/scoping/B.xtext,1
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.format.test/resource/com/avaloq/tools/ddk/xtext/format/scoping/C.xtext,1
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.format.test/resource/com/avaloq/tools/ddk/xtext/format/validation/Base.xtext,1
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.format.test/resource/com/avaloq/tools/ddk/xtext/format/validation/Extending.xtext,2
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.format/src/com/avaloq/tools/ddk/xtext/format/Format.xtext,7
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.scope/src/com/avaloq/tools/ddk/xtext/scope/Scope.xtext,6
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.test/src/com/avaloq/tools/ddk/xtext/formatter/FormatterTestLanguage.xtext,1
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.valid/src/com/avaloq/tools/ddk/xtext/valid/Valid.xtext,4
itemis,generator-xtext,generators/app/templates/org.xtext.example.mydsl/src/main/java/MyDsl.xtext,1
att,yang-design-studio,yang.Manager/bin/yang/YANG.xtext,1
att,yang-design-studio,yang.Manager/src/yang/YANG.xtext,1
martinbaker,xtextadd,macro/com.euclideanspace.macro/src/com/euclideanspace/macro/Demo.xtext,1
martinbaker,xtextadd,nodemodeltest/com.euclideanspace.phantom1/src/com/euclideanspace/phantom1/Test1.xtext,1
martinbaker,xtextadd,pbase/com.euclideanspace.pbase/src/com/euclideanspace/pbase/Tutorial.xtext,5
martinbaker,xtextadd,pbase/com.euclideanspace.pbase/steps/step1/Tutorial.xtext,1
martinbaker,xtextadd,pbase/com.euclideanspace.pbase/steps/step2/Tutorial.xtext,3
martinbaker,xtextadd,pbase/com.euclideanspace.pbase/steps/step3/Tutorial.xtext,1
martinbaker,xtextadd,whitespaceblock/com.euclideanspace.whitespaceblock/src/com/euclideanspace/whitespaceblock/Demo.xtext,1
martinbaker,xtextadd,whitespaceblock/com.euclideanspace.whitespaceblock/src/com/euclideanspace/whitespaceblock/common2/PythonTerminals.xtext,1
martinbaker,xtextadd,xgener/com.euclideanspace.xgener/src/com/euclideanspace/xgener/Gen.xtext,18
LorenzoBettini,edelta,edelta.parent/edelta/src/edelta/Edelta.xtext,30
sebastianbenz,xgherkin,de.sebastianbenz.xgherkin/src/de/sebastianbenz/xgherkin/Gherkin.xtext,8
vladdu,xtext.unittesting,examples/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,3
slizaa,slizaa-opencypher-xtext,plugins/org.slizaa.neo4j.opencypher/src/org/slizaa/neo4j/opencypher/OpenCypher.xtext,30
xpomul,cdo-xtext,examples/net.winklerweb.cdoxtext.example.graphix.xtext/src/net/winklerweb/cdoxtext/example/Graphix.xtext,1
vorburger,eclipse-typescript-xtext,ch.vobos.typescript/src/ch/vobos/Typescript.xtext,19
boalang,xtext-ide,edu.iastate.cs.boa/src/edu/iastate/cs/boa/Boa.xtext,17
nittka,terminology,de.itemis.tooling.terminology/src/de/itemis/tooling/terminology/Terminology.xtext,9
veraPDF,veraPDF-model-syntax,org.verapdf/src/org/verapdf/Model.xtext,5
TypeFox,languageserver-example,io.typefox.vscode/src/main/java/io/typefox/vscode/MyLanguage.xtext,1
Hellmy,plantuml-eclipse-xtext,plantuml.eclipse/src/plantuml/eclipse/PumlLanguage.xtext,3
stephanrauh,JSFLibraryGenerator,de.beyondjava.xtext.jsf/src/de/beyondjava/xtext/jsf/ComponentLanguage.xtext,17
loonwerks,jkind-xtext,jkind.xtext/src/jkind/xtext/JKind.xtext,24
TypeFox,xtext-vscode,org.xtext.example.statemachine/src/main/java/org/xtext/example/statemachine/Statemachine.xtext,1
svenefftinge,Xtext-Workshop-Development-Workspace,org.example.domainmodel/src/org/example/domainmodel/Domainmodel.xtext,3
cdietrich,xtext-uml-example,org.xtext.example.umldsl/src/org/xtext/example/umldsl/UmlDsl.xtext,1
cdietrich,xtext-maven-example,org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,1
marklemay,tptpParser,com.theoremsandstuff.tptp.parser/bin/com/theoremsandstuff/tptp/Parser.xtext,1
marklemay,tptpParser,com.theoremsandstuff.tptp.parser/src/com/theoremsandstuff/tptp/Parser.xtext,4
uqbar-project,xtext-tortuga-lang,org.uqbar.paco.dsl.tortuga/bin/org/uqbar/paco/dsl/TortugaDSL.xtext,1
uqbar-project,xtext-tortuga-lang,org.uqbar.paco.dsl.tortuga/src/org/uqbar/paco/dsl/TortugaDSL.xtext,1
dslmeinte,Xtext1-DSLs,nl.dslmeinte.xtext.conditional/src/nl/dslmeinte/xtext/conditional/Conditional.xtext,2
