Owner,Repo,Ecore File,Containing Folder
Lzgpom,xtext-gen-extension,not applicable,not applicable
drkstr101,Domainmodel,org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
vinicius0197,expressions-dsl,org.example.expressions/model/generated/Expressions.ecore,generated
LorenzoBettini,xtext-xdoc-releases,not applicable,not applicable
LorenzoBettini,xtext-xdoc-releases,not applicable,not applicable
KarstenWilken,xTextForum,org.xtext.example.mydsl.parent/org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
S-wald,xtext-plugin-gradle,org.xtext.example.mydsl.parent/org.xtext.example.mydsl/model/MyDsl.ecore,model
lahirugayanga,xtext-example-dsl,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
cdietrich,xtext-fragment-experiments,not applicable,not applicable
cdietrich,xtext-fragment-experiments,not applicable,not applicable
cdietrich,xtext_bug_1974,not applicable,not applicable
cdietrich,xtext_bug_1974,not applicable,not applicable
bergmanngabor,xtext-railmap-demo,hu.bme.mit.temalab.railmap/model/generated/RailLinesMap.ecore,generated
mchlrch,xtext-intro-bfh,com.acme.homeautomation.dsl.parent/com.acme.homeautomation.dsl/model/generated/HarDsl.ecore,generated
EvdokimovMaks,xtext-example-entities,org.example.entities/model/generated/Entities.ecore,generated
cipek,MyFirstXText,org.xtext.example.helloweb/model/generated/HelloWeb.ecore,generated
pngowda,xtext-ci-libs,not applicable,not applicable
pngowda,xtext-ci-libs,not applicable,not applicable
paulvberlin,BaSiriusXtext,main/de.htw.activity.emf/model/activity.ecore,model
szarnyasg,sql-pgq-xtext,not applicable,not applicable
szarnyasg,sql-pgq-xtext,not applicable,not applicable
frademacher,xtext-jpms-test,not applicable,not applicable
frademacher,xtext-jpms-test,not applicable,not applicable
xtext,xtext-monorepo-lfs,not applicable,not applicable
xtext,xtext-monorepo-lfs,not applicable,not applicable
LorenzoBettini,xtext-build-utils,not applicable,not applicable
LorenzoBettini,xtext-build-utils,not applicable,not applicable
cdietrich,xtext-two-dsls,not applicable,not applicable
cdietrich,xtext-two-dsls,not applicable,not applicable
balazsgrill,xtext_bug508518,org.xtext.example.mydsl/model/model.ecore,model
Tim-S,xtext-valueconverter-example,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
ayakurtam,xText-Editor,not applicable,not applicable
ayakurtam,xText-Editor,not applicable,not applicable
HouseBuilder-MDE,HouseBuilder-Xtext,not applicable,not applicable
HouseBuilder-MDE,HouseBuilder-Xtext,not applicable,not applicable
xtext,xtext-orbit-replacement,not applicable,not applicable
xtext,xtext-orbit-replacement,not applicable,not applicable
fedorov-vk,xtext-xcore-sample,not applicable,not applicable
fedorov-vk,xtext-xcore-sample,not applicable,not applicable
gustavotemple,mo631xtext,not applicable,not applicable
gustavotemple,mo631xtext,not applicable,not applicable
Tim-S,xtext-mapbasedscope-example,not applicable,not applicable
Tim-S,xtext-mapbasedscope-example,not applicable,not applicable
shakenetwork,xTextHandler,not applicable,not applicable
shakenetwork,xTextHandler,not applicable,not applicable
GabrielBozza,ProjetoXtextPFC,not applicable,not applicable
GabrielBozza,ProjetoXtextPFC,not applicable,not applicable
HexXText,HexXTextSMP,not applicable,not applicable
HexXText,HexXTextSMP,not applicable,not applicable
snarkipus,xtext-dsl-book,not applicable,not applicable
snarkipus,xtext-dsl-book,not applicable,not applicable
fedorov-vk,xtextxtend-book-examples,not applicable,not applicable
fedorov-vk,xtextxtend-book-examples,not applicable,not applicable
ArneDeutsch,xtext-gradle-example,org.xtext.example.mydsl.parent/org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
ArneDeutsch,xtext-gradle-example,org.xtext.example.mydsl1.parent/org.xtext.example.mydsl1/model/generated/MyDsl1.ecore,generated
ArneDeutsch,xtext-gradle-example,org.xtext.example.mydsl2.parent/org.xtext.example.mydsl2/model/generated/MyDsl2.ecore,generated
oliver-reinhard,xtext-ppt-demo,org.xtext.example.abppt/model/generated/Abppt.ecore,generated
tpluscode,xtext-completion-nullpointer,not applicable,not applicable
tpluscode,xtext-completion-nullpointer,not applicable,not applicable
idiomaticsoft,sbt-xtext-plugin,not applicable,not applicable
idiomaticsoft,sbt-xtext-plugin,not applicable,not applicable
pen-zhang,online_elm_xtext,org.xtext.online_elm/model/generated/OnlineElm.ecore,generated
raglu,ExternalDSL-xtext,not applicable,not applicable
raglu,ExternalDSL-xtext,not applicable,not applicable
kulcsii,xtext-railmap-theia,railmap-language-server/hu.bme.mit.temalab.railmap/model/generated/RailLinesMap.ecore,generated
NiccoMlt,xtext-showdown-grammar,not applicable,not applicable
NiccoMlt,xtext-showdown-grammar,not applicable,not applicable
NinjaArmy,xtext-language-server,not applicable,not applicable
NinjaArmy,xtext-language-server,not applicable,not applicable
jnt0r,xtext-npe-reproducable,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
HermanPeeren,eJSL-ANTLR4,not applicable,not applicable
HermanPeeren,eJSL-ANTLR4,not applicable,not applicable
cs130-w21,statemachine,org.xtext.example.statemachine/model/generated/Statemachine.ecore,generated
csbc92,MDSE-assignment3,dk.chcla15.mdsd.math.assignment3/model/generated/MathAssignmentLanguage.ecore,generated
ghillairet,org.example.mydsl.parent,org.example.mydsl.model/src/main/resources/model.ecore,resources
antoine-morvan,caph-java-parser,not applicable,not applicable
antoine-morvan,caph-java-parser,not applicable,not applicable
abatti,XTEXT_FACPL3_PreserveVarious,not applicable,not applicable
abatti,XTEXT_FACPL3_PreserveVarious,not applicable,not applicable
tfLabs,xtext-languageserver-example-duplicator,not applicable,not applicable
tfLabs,xtext-languageserver-example-duplicator,not applicable,not applicable
LorenzoBettini,xtext-maven-plugin-example,not applicable,not applicable
LorenzoBettini,xtext-maven-plugin-example,not applicable,not applicable
cdietrich,xtext-eclipse-issue-1009,not applicable,not applicable
cdietrich,xtext-eclipse-issue-1009,not applicable,not applicable
patrickneubauer,UoY-MODE-XTEXT,Entity DSL Projects/uk.ac.york.cs.entities/model/entities.ecore,model
patrickneubauer,UoY-MODE-XTEXT,State Machine DSL Projects/uk.ac.york.cs.statemachines/model/statemachines.ecore,model
cau-se,sprat-ecosystem-dsl-xtext,org.sprat.ecosystem/model/generated/Ecosystem.ecore,generated
cdietrich,theia-xtext-vscode-example,not applicable,not applicable
cdietrich,theia-xtext-vscode-example,not applicable,not applicable
cdietrich,j9-tycho-xtext,not applicable,not applicable
cdietrich,j9-tycho-xtext,not applicable,not applicable
loradd,xtext-lsp-ecore-support,example/theia-workspace/DSL.ecore,theia-workspace
loradd,xtext-lsp-ecore-support,example/theia-workspace/Ecore.ecore,theia-workspace
nnn911,LaTeXTextOverlay,not applicable,not applicable
nnn911,LaTeXTextOverlay,not applicable,not applicable
IbanezGio,VuC,not applicable,not applicable
IbanezGio,VuC,not applicable,not applicable
Samirez,DSLs,not applicable,not applicable
Samirez,DSLs,not applicable,not applicable
ShahimEssaid,com.essaid.model.xtext,not applicable,not applicable
ShahimEssaid,com.essaid.model.xtext,not applicable,not applicable
gon10,EclipseRepoTese,teseWorkspace/org.example.entities/model/generated/Entities.ecore,generated
gon10,EclipseRepoTese,teseWorkspace/org.itlingo.rsl/model/generated/Rsl.ecore,generated
gon10,EclipseRepoTese,teseWorkspace/org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
max-leuthaeuser,jmhmathexample,de.itemis.jmhmathexample/model/generated/MathDSL.ecore,generated
tshoang,WhitespaceIDE,not applicable,not applicable
tshoang,WhitespaceIDE,not applicable,not applicable
seebgar,MISO4202-proyecto-xtext,not applicable,not applicable
seebgar,MISO4202-proyecto-xtext,not applicable,not applicable
NiccoMlt,xtext-15-minutes-tutorial,not applicable,not applicable
NiccoMlt,xtext-15-minutes-tutorial,not applicable,not applicable
SharkJ,theia-xtext-extension-test,xtext-extension-language-server/org.xtext.example.dsl.parent/org.xtext.example.dsl/model/generated/Dsl.ecore,generated
jku-win-se,JsonBasedXtextGrammar,not applicable,not applicable
jku-win-se,JsonBasedXtextGrammar,not applicable,not applicable
altran-mde,xtext-sirius-integration.io,not applicable,not applicable
altran-mde,xtext-sirius-integration.io,not applicable,not applicable
cdietrich,xtext-core-issue-1835,not applicable,not applicable
cdietrich,xtext-core-issue-1835,not applicable,not applicable
Zaki-Fadlan,xtext_getting_started_skilledup,not applicable,not applicable
Zaki-Fadlan,xtext_getting_started_skilledup,not applicable,not applicable
raptor494,Xtext-Minecraft-JSON-Languages,com.raptor.mcblockstate/model/generated/Mcblockstate.ecore,generated
raptor494,Xtext-Minecraft-JSON-Languages,com.raptor.mcentity/model/generated/MCEntity.ecore,generated
raptor494,Xtext-Minecraft-JSON-Languages,com.raptor.mcloot/model/generated/Mcloot.ecore,generated
raptor494,Xtext-Minecraft-JSON-Languages,com.raptor.mcmodel/model/generated/Mcmodel.ecore,generated
rudi,xtext-emacs-lsp-demo,not applicable,not applicable
rudi,xtext-emacs-lsp-demo,not applicable,not applicable
fedorov-vk,apds_prototype,not applicable,not applicable
fedorov-vk,apds_prototype,not applicable,not applicable
test-editor,test-editor-xtext-gradle,not applicable,not applicable
test-editor,test-editor-xtext-gradle,not applicable,not applicable
Ixgauth,perspectiveDSL-Sirus-Xtext,org.xtext.perspectivedsl/model/generated/PerspectiveDSL.ecore,generated
keve98,SzakD_xtext_xtend,not applicable,not applicable
keve98,SzakD_xtext_xtend,not applicable,not applicable
silvergl,xtext-headless-rcp-example,not applicable,not applicable
silvergl,xtext-headless-rcp-example,not applicable,not applicable
reinaqu,bpmnFromXtextDSL,not applicable,not applicable
reinaqu,bpmnFromXtextDSL,not applicable,not applicable
xtext,xtext-p2-orbit,not applicable,not applicable
xtext,xtext-p2-orbit,not applicable,not applicable
dsl-course,xtext-tutorial-turku-interim,fi.tucs.entities/model/generated/Entities.ecore,generated
tfLabs,xtext-lsp-validation-anyway,not applicable,not applicable
tfLabs,xtext-lsp-validation-anyway,not applicable,not applicable
BalzGuenat,xtext-bug-minimal-example,not applicable,not applicable
BalzGuenat,xtext-bug-minimal-example,not applicable,not applicable
dmfullstack,org.xtext.example.mydsl,not applicable,not applicable
dmfullstack,org.xtext.example.mydsl,not applicable,not applicable
SuelanyBrito,JFlex_CUP_XText_SQL,not applicable,not applicable
SuelanyBrito,JFlex_CUP_XText_SQL,not applicable,not applicable
cdietrich,xtext-languageserver-example-simple,not applicable,not applicable
cdietrich,xtext-languageserver-example-simple,not applicable,not applicable
msntts,Xtext-Standalone-fat-jar,not applicable,not applicable
msntts,Xtext-Standalone-fat-jar,not applicable,not applicable
oldulov,cfeditor,src/cfeditorxtext/edu.kit.scc.cfeditor.cfengine/src-gen/edu/kit/scc/cfeditor/cfengine/CfengineEditor.ecore,cfengine
LorenzoBettini,xtext-type-errors-examples,not applicable,not applicable
LorenzoBettini,xtext-type-errors-examples,not applicable,not applicable
claudenirmf,OntoUML-2.0-Xtext,not applicable,not applicable
claudenirmf,OntoUML-2.0-Xtext,not applicable,not applicable
Mehmetcanss,example_xtext_language_server_vscode,not applicable,not applicable
Mehmetcanss,example_xtext_language_server_vscode,not applicable,not applicable
lidochca,xtext.skip.build.before.rename,not applicable,not applicable
lidochca,xtext.skip.build.before.rename,not applicable,not applicable
cdietrich,xtext-maven-plugin-coverage-example,org.xtext.example.mydslcov/model/generated/MyDslCov.ecore,generated
Kevin-Philip,TP_etudiant_Compilax,org.xtext.comp.wh/model/generated/Wh.ecore,generated
elite-se,elite-se.xtext.languages.plantuml,not applicable,not applicable
elite-se,elite-se.xtext.languages.plantuml,not applicable,not applicable
tshoang,BareBonesIDE,not applicable,not applicable
tshoang,BareBonesIDE,not applicable,not applicable
tareklel,PDFtoText,not applicable,not applicable
tareklel,PDFtoText,not applicable,not applicable
TVTower,TVTBlitzmaxEditor,not applicable,not applicable
TVTower,TVTBlitzmaxEditor,not applicable,not applicable
cdietrich,xtext-multi-dsl-manual-metamodel,not applicable,not applicable
cdietrich,xtext-multi-dsl-manual-metamodel,not applicable,not applicable
hallvard,xost,not applicable,not applicable
hallvard,xost,not applicable,not applicable
davidmpaz,log-book,not applicable,not applicable
davidmpaz,log-book,not applicable,not applicable
oliver-reinhard,xtext-scoping-default-imports-demo,org.xtext.example.scoping2/model/generated/Scoping2.ecore,generated
tshoang,Simple-Barebone-XText-based-IDE,not applicable,not applicable
tshoang,Simple-Barebone-XText-based-IDE,not applicable,not applicable
MISO4202,uniandes.mdd.example.create-xtext,model/petrinet.ecore,model
NaoMod,XText-Language-Server-in-VSCode,server/naomod.family.parent/naomod.family/model/generated/Family.ecore,generated
MISO4202,xtext-egl-sql2java,Gramatica/uniandes.automat.sql/model/generated/Sql.ecore,generated
cdietrich,simple-xtext-parallel-load-example,not applicable,not applicable
cdietrich,simple-xtext-parallel-load-example,not applicable,not applicable
bobbyfisher1,expressions,expressions/org.example.expressions/model/generated/Expressions.ecore,generated
bobbyfisher1,expressions,smalljava/org.example.smalljava/model/generated/SmallJava.ecore,generated
lowcomote,DBML-to-ER,not applicable,not applicable
lowcomote,DBML-to-ER,not applicable,not applicable
tfLabs,xtext-n4js-lsp,not applicable,not applicable
tfLabs,xtext-n4js-lsp,not applicable,not applicable
yishakabreham,mde.sales.transactions.xtext.4,xtext.sales.assignment3/emf.assignment2/metamodel/assignment2.ecore,metamodel
Rajesh2015,DSL-using-Xtext-and-Xtend,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
cdietrich,xtext-lsp-tests-with-tycho,not applicable,not applicable
cdietrich,xtext-lsp-tests-with-tycho,not applicable,not applicable
CarlosAsrc,Reconhecedor-scheme,pucrs.lp.scheme/model/generated/Scheme.ecore,generated
oliver-reinhard,xtext-scoping-default-namespaces-demo,org.xtext.example.scoping/model/generated/Scoping.ecore,generated
TVTower,TVTDatabaseEditor,not applicable,not applicable
TVTower,TVTDatabaseEditor,not applicable,not applicable
casino-mdd,DSL,org.xtext.casino.dsl/model/generated/Dsl.ecore,generated
cokeSchlumpf,bashdsl,com.wellnr.bashdsl/model/generated/BashDSL.ecore,generated
sumeetchhetri,faugjs-eclipse-plugin,com.faug.mvc.js/model/generated/Faug.ecore,generated
sderrien,Uclid-editor,not applicable,not applicable
sderrien,Uclid-editor,not applicable,not applicable
GlancingMind,xtext-lsp-missing-deleteFile-impl,not applicable,not applicable
GlancingMind,xtext-lsp-missing-deleteFile-impl,not applicable,not applicable
zmy3036190149,theia-xtext-pf-v1-backup,xtext-pf-language-server/pf/model/generated/Pf.ecore,generated
MDSDLab,mdsd-2023-lab2-xtext-xtend,not applicable,not applicable
MDSDLab,mdsd-2023-lab2-xtext-xtend,not applicable,not applicable
abieren,MDSD-Xtext-Project-for-JavaFX,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
SimonCockx,xtext-assertAllWhitespaceIsFormatted,not applicable,not applicable
SimonCockx,xtext-assertAllWhitespaceIsFormatted,not applicable,not applicable
tombk556,SF_Factories_Beleg2324_Xtext_DSL,not applicable,not applicable
tombk556,SF_Factories_Beleg2324_Xtext_DSL,not applicable,not applicable
DonatasC,CodeGeneration,not applicable,not applicable
DonatasC,CodeGeneration,not applicable,not applicable
trichterwolke,init,not applicable,not applicable
trichterwolke,init,not applicable,not applicable
zs6jce,x400-xrpgle,not applicable,not applicable
zs6jce,x400-xrpgle,not applicable,not applicable
cyrilnavessamuel,TripManagment,workspace_trip/trip_model/model/trip_model.ecore,model
paullewallencom,xtext-xtend-978-1-7864-6496-5,not applicable,not applicable
paullewallencom,xtext-xtend-978-1-7864-6496-5,not applicable,not applicable
