Owner,Repo,Ecore File,Containing Folder
TinyScream,org.xtext.amodel,org.xtext.amodel/model/generated/Asomemodel.ecore,generated
M2TIIL2016-2017,SiteWeb_XText,siteWeb/model/siteWeb.ecore,model
schakko,hackcamp-xtext-automotivebus,de.schakko.xtext.AutomotiveBusDsl/model/generated/AutomotiveBusDsl.ecore,generated
sfinnie,xtext.scoping.adventures,chapter1/xtext.scoping.adventures.xscope1/model/generated/Xscope1.ecore,generated
jpaw,bonaparte-apidsl,not applicable,not applicable
jpaw,bonaparte-apidsl,not applicable,not applicable
rainerschuster,yacc-ide,not applicable,not applicable
rainerschuster,yacc-ide,not applicable,not applicable
schakko,xtext-bug-436688,org.xtext.example.mydsl/model/generated/MyDSL.ecore,generated
dhuebner,xtext-builddsl-tycho,not applicable,not applicable
dhuebner,xtext-builddsl-tycho,not applicable,not applicable
matejsp,lwc13-xtext,not applicable,not applicable
matejsp,lwc13-xtext,not applicable,not applicable
ftrifin,xtext-utils.uml,not applicable,not applicable
ftrifin,xtext-utils.uml,not applicable,not applicable
mbarbero,xtext-forms-integration,plugins/org.eclipse.xtext.example.arithmetics/src-gen/org/eclipse/xtext/example/arithmetics/Arithmetics.ecore,arithmetics
mbarbero,xtext-forms-integration,plugins/org.eclipse.xtext.example.domainmodel/src-gen/org/eclipse/xtext/example/Domainmodel.ecore,example
mbarbero,xtext-forms-integration,plugins/org.eclipselabs.xtfo.demo.metamodel/model/demo.ecore,model
FForw4rd,xtext-restriction-framework,at.tugraz.metamodel/model/MetaModel.ecore,model
zrrk,xtext-utils.devenv,not applicable,not applicable
zrrk,xtext-utils.devenv,not applicable,not applicable
ftrifin,xtext-utils.xtend,not applicable,not applicable
ftrifin,xtext-utils.xtend,not applicable,not applicable
svenefftinge,xtext-jaxcon-example,de.jax.heim/model/generated/Regelsprache.ecore,generated
LorenzoBettini,xtext-demo-laquila,org.xtext.example.mydsl.parent/org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
jakecobb,xtext-iris-datalog,not applicable,not applicable
jakecobb,xtext-iris-datalog,not applicable,not applicable
Huluvu424242,rezept-dsl.xtext,com.github.funthomas424242.dsl.rezept/model/generated/Rezept.ecore,generated
philiber92,xtext-utils.unittesting,not applicable,not applicable
philiber92,xtext-utils.unittesting,not applicable,not applicable
philiber92,xtext-utils.distribution,not applicable,not applicable
philiber92,xtext-utils.distribution,not applicable,not applicable
phaldan,htwg-cform-xtext,not applicable,not applicable
phaldan,htwg-cform-xtext,not applicable,not applicable
itemis,xtext-example-conplan,not applicable,not applicable
itemis,xtext-example-conplan,not applicable,not applicable
LorenzoBettini,Xtext-Buckminster-Example,org.xtext.example.hellobuck/src-gen/org/xtext/example/hellobuck/HelloBuck.ecore,hellobuck
LorenzoBettini,xtextcon-typesystem-example,not applicable,not applicable
LorenzoBettini,xtextcon-typesystem-example,not applicable,not applicable
dhuebner,org.xtext.example.tycho,org.xtext.example.buckminster.mydsl/src-gen/org/xtext/example/mydsl/MyDsl.ecore,mydsl
dhuebner,org.xtext.example.tycho,org.xtext.example.tycho.mydsl/src-gen/org/xtext/example/mydsl/MyDsl.ecore,mydsl
agentlab,eclipse-orbit_xtext-web,plugins/org.eclipse.xtext.web.example.hello/model/generated/Hello.ecore,generated
agentlab,eclipse-orbit_xtext-web,plugins/org.eclipse.xtext.web.example.statemachine/model/generated/Statemachine.ecore,generated
Tutti91,xtext_language_bla,not applicable,not applicable
Tutti91,xtext_language_bla,not applicable,not applicable
LeonoraG,xtext-req-editor,eu.scasefp7.eclipse.reqeditor.dsl/model/generated/RqsDsl.ecore,generated
xarvey,atom-xtext-autocomplete,not applicable,not applicable
xarvey,atom-xtext-autocomplete,not applicable,not applicable
franzbecker,xtext-formatter-problem,not applicable,not applicable
franzbecker,xtext-formatter-problem,not applicable,not applicable
ftrifin,xtext-utils.distribution,not applicable,not applicable
ftrifin,xtext-utils.distribution,not applicable,not applicable
Fritzi,XText_TeSSLa,de.uniluebeck.isp.tessla/model/generated/TeSSLa.ecore,generated
madasar,booster2-xtext,not applicable,not applicable
madasar,booster2-xtext,not applicable,not applicable
TypeFox,xtext-splitted-repo,not applicable,not applicable
TypeFox,xtext-splitted-repo,not applicable,not applicable
zrrk,xtext-utils.uml,not applicable,not applicable
zrrk,xtext-utils.uml,not applicable,not applicable
zrrk,xtext-utils.xtend,not applicable,not applicable
zrrk,xtext-utils.xtend,not applicable,not applicable
ftrifin,xtext-forms-integration,plugins/org.eclipse.xtext.example.arithmetics/src-gen/org/eclipse/xtext/example/arithmetics/Arithmetics.ecore,arithmetics
ftrifin,xtext-forms-integration,plugins/org.eclipse.xtext.example.domainmodel/src-gen/org/eclipse/xtext/example/Domainmodel.ecore,example
ftrifin,xtext-forms-integration,plugins/org.eclipselabs.xtfo.demo.metamodel/model/demo.ecore,model
JanKoehnlein,fxdiagram-xtext-examples,org.eclipse.xtext.example.domainmodel.parent/org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
JanKoehnlein,fxdiagram-xtext-examples,org.eclipse.xtext.example.fowlerdsl.parent/org.eclipse.xtext.example.fowlerdsl/model/generated/Statemachine.ecore,generated
ubx,openair,www.ubx.ch.OpenAir/src-gen/www/ubx/ch/OpenAir.ecore,ch
rju,xtext-typing-example,de.cau.cs.se.lad/model/Types.ecore,model
rju,xtext-typing-example,de.cau.cs.se.lad/src-gen/de/cau/cs/se/lad/AppLang.ecore,lad
philiber92,xtext-utils.xtend,not applicable,not applicable
philiber92,xtext-utils.xtend,not applicable,not applicable
Advanced-Model-Engineering-SS16,xtext-ocl-extensions,at.ac.tuwien.big.forms.form/input/forms.ecore,input
Advanced-Model-Engineering-SS16,xtext-ocl-extensions,at.ac.tuwien.big.forms/model/forms.ecore,model
zrrk,xtext-utils.distribution,not applicable,not applicable
zrrk,xtext-utils.distribution,not applicable,not applicable
Johanvdberg,mcrl2.xtext,test.multiname.dsl/model/generated/MultiNameDsl.ecore,generated
Johanvdberg,mcrl2.xtext,tuks.mcrl2.dsl/model/generated/MclrDsl.ecore,generated
kryptonite22,rsbac.xtext.dsl,not applicable,not applicable
kryptonite22,rsbac.xtext.dsl,not applicable,not applicable
tkleszczynski,jug-zgora-xtext,pl.zgora.jug.xtext.demo/model/generated/DemoDsl.ecore,generated
philiber92,xtext-utils.devenv,not applicable,not applicable
philiber92,xtext-utils.devenv,not applicable,not applicable
jeffmaury,devoxx2012-xtext,workspace/com.devoxx2012.xtext.demo1/src-gen/com/devoxx2012/xtext/demo1/Demo1.ecore,demo1
jeffmaury,devoxx2012-xtext,workspace/com.devoxx2012.xtext.izpack/src-gen/com/devoxx2012/xtext/Izpack.ecore,xtext
YonedaMasashi,xText_Practice,xText_Practice/org.xtext.example.qdsl/model/generated/QDsl.ecore,generated
jackqq,xTextEdit,not applicable,not applicable
jackqq,xTextEdit,not applicable,not applicable
ftrifin,xtext-utils.unittesting,not applicable,not applicable
ftrifin,xtext-utils.unittesting,not applicable,not applicable
lgcardeas,xtext-forms-integration,plugins/org.eclipse.xtext.example.arithmetics/src-gen/org/eclipse/xtext/example/arithmetics/Arithmetics.ecore,arithmetics
lgcardeas,xtext-forms-integration,plugins/org.eclipse.xtext.example.domainmodel/src-gen/org/eclipse/xtext/example/Domainmodel.ecore,example
lgcardeas,xtext-forms-integration,plugins/org.eclipselabs.xtfo.demo.metamodel/model/demo.ecore,model
vrichard12,xtext-forms-integration,plugins/org.eclipse.xtext.example.arithmetics/src-gen/org/eclipse/xtext/example/arithmetics/Arithmetics.ecore,arithmetics
vrichard12,xtext-forms-integration,plugins/org.eclipse.xtext.example.domainmodel/src-gen/org/eclipse/xtext/example/Domainmodel.ecore,example
vrichard12,xtext-forms-integration,plugins/org.eclipselabs.xtfo.demo.metamodel/model/demo.ecore,model
itemis,xtext-monaco-example,not applicable,not applicable
itemis,xtext-monaco-example,not applicable,not applicable
pabu90,xtext-ci-test,not applicable,not applicable
pabu90,xtext-ci-test,not applicable,not applicable
EricssonPlant,plantuml-xtext-light,not applicable,not applicable
EricssonPlant,plantuml-xtext-light,not applicable,not applicable
zrrk,xtext-utils.unittesting,not applicable,not applicable
zrrk,xtext-utils.unittesting,not applicable,not applicable
LorenzoBettini,xtext-index-experiments,org.xtext.example.index.greetings/src-gen/org/xtext/example/index/greetings/Greetings.ecore,greetings
ftrifin,xtext-utils.devenv,not applicable,not applicable
ftrifin,xtext-utils.devenv,not applicable,not applicable
inteldict,xtext-gradle-demo,not applicable,not applicable
inteldict,xtext-gradle-demo,not applicable,not applicable
cdietrich,xtext-multi-dsl,duly/model/duly.ecore,model
hachreak,dmss.pouex.xtext,not applicable,not applicable
hachreak,dmss.pouex.xtext,not applicable,not applicable
lunifera,lunifera-xtext-runtimebuilder,org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
sikessle,xtext-forms-integration,plugins/org.eclipse.xtext.example.arithmetics/src-gen/org/eclipse/xtext/example/arithmetics/Arithmetics.ecore,arithmetics
sikessle,xtext-forms-integration,plugins/org.eclipse.xtext.example.domainmodel/src-gen/org/eclipse/xtext/example/Domainmodel.ecore,example
sikessle,xtext-forms-integration,plugins/org.eclipselabs.xtfo.demo.metamodel/model/demo.ecore,model
priya0311,xtext-forms-integration,plugins/org.eclipse.xtext.example.arithmetics/src-gen/org/eclipse/xtext/example/arithmetics/Arithmetics.ecore,arithmetics
priya0311,xtext-forms-integration,plugins/org.eclipse.xtext.example.domainmodel/src-gen/org/eclipse/xtext/example/Domainmodel.ecore,example
priya0311,xtext-forms-integration,plugins/org.eclipselabs.xtfo.demo.metamodel/model/demo.ecore,model
philiber92,xtext-utils.uml,not applicable,not applicable
philiber92,xtext-utils.uml,not applicable,not applicable
talalong,dbFactoryXtext,not applicable,not applicable
talalong,dbFactoryXtext,not applicable,not applicable
stackoverflowmailer,lwc13-xtext,not applicable,not applicable
stackoverflowmailer,lwc13-xtext,not applicable,not applicable
willy2706,if4150-xtext,not applicable,not applicable
willy2706,if4150-xtext,not applicable,not applicable
wwu-pi,acse-xtext-validation,de.wwu.pi.acse.xtext.validation/model/generated/ValDsl.ecore,generated
ProgrammableDrones,xTextLanguage,not applicable,not applicable
ProgrammableDrones,xTextLanguage,not applicable,not applicable
stefano-bragaglia,Kinect-ECE-XText,org.xtext.ecerule/model/generated/Ece.ecore,generated
wwu-pi,acse-xtext-gui,de.wwu.pi.guidsl/model/generated/GuiDsl.ecore,generated
peterssas,xtext-gradle-problem,org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
zhoumin03,xtext-forms-integration,plugins/org.eclipse.xtext.example.arithmetics/src-gen/org/eclipse/xtext/example/arithmetics/Arithmetics.ecore,arithmetics
zhoumin03,xtext-forms-integration,plugins/org.eclipse.xtext.example.domainmodel/src-gen/org/eclipse/xtext/example/Domainmodel.ecore,example
zhoumin03,xtext-forms-integration,plugins/org.eclipselabs.xtfo.demo.metamodel/model/demo.ecore,model
gcubar,CodeXcessXtext,not applicable,not applicable
gcubar,CodeXcessXtext,not applicable,not applicable
cdietrich,xtext-ecore-xcore,org.xtext.example.mydsl.someecoremetamodel/model/some.ecore,model
ayoubziat,xtext_DSL_example,not applicable,not applicable
ayoubziat,xtext_DSL_example,not applicable,not applicable
xiaoyvr,xtext-demo-oxygen,not applicable,not applicable
xiaoyvr,xtext-demo-oxygen,not applicable,not applicable
test-editor,deprecated-xtext-index-backend,not applicable,not applicable
test-editor,deprecated-xtext-index-backend,not applicable,not applicable
kuniss,Aqua,de.gammarcraft.aqua/model/generated/Aqua.ecore,generated
npalix,org.eclipse.xtext.example.fowlerdsl,not applicable,not applicable
npalix,org.eclipse.xtext.example.fowlerdsl,not applicable,not applicable
dslmeinte,xtext-workshop-code1,org.xtext.workshop.webgui/src-gen/org/xtext/workshop/WebGui.ecore,workshop
chauhansaurabhb,Eclipse-Xtext-Mydsl-Plugin,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
oyse,jetson,not applicable,not applicable
oyse,jetson,not applicable,not applicable
zwgirl,summer,org.eclipse.xtext/src/org/eclipse/xtext/Xtext.ecore,xtext
zwgirl,summer,org.summer.dsl.builder/model/BuilderState.ecore,model
zwgirl,summer,org.summer.dsl.builder/model/Trace.ecore,model
zwgirl,summer,org.summer.dsl.model/model/DslModel.ecore,model
zwgirl,summer,org.summer.dsl.ui.codetemplates/src/org/summer/dsl/ui/codetemplates/Codetemplates.ecore,codetemplates
zwgirl,summer,org.summer.xaml.core/model/generated/XAML.ecore,generated
rymarenkosuccess,Coffeescript-Eclipse,not applicable,not applicable
rymarenkosuccess,Coffeescript-Eclipse,not applicable,not applicable
felipedf,compiler,org.xtext.project.stdc/model/generated/Stdc.ecore,generated
logicfish,XPlane,not applicable,not applicable
logicfish,XPlane,not applicable,not applicable
LorenzoBettini,Xtext-Xtend-Buckminster-Example,org.xtext.example.hellobuck/model/generated/HelloBuck.ecore,generated
vorburger,eclipse-typescript-xtext-repository,not applicable,not applicable
vorburger,eclipse-typescript-xtext-repository,not applicable,not applicable
pankeshpatel,EclipsePluginForXtext,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
Hellmy,plantuml-eclipse-xtext_update,not applicable,not applicable
Hellmy,plantuml-eclipse-xtext_update,not applicable,not applicable
xpomul,xtext-multi-edit-example,org.eclipse.xtext.example.fowlerdsl/model/generated/Statemachine.ecore,generated
tmtron,xtext.eclipse.15minExtended,org.example.domainmodel/model/generated/Domainmodel.ecore,generated
deb-sandeep,com.sandy.xtext.jovenotes.ui,not applicable,not applicable
deb-sandeep,com.sandy.xtext.jovenotes.ui,not applicable,not applicable
ftrifin,xtext-utils.xtend1,not applicable,not applicable
ftrifin,xtext-utils.xtend1,not applicable,not applicable
szarnekow,xtext-arithmetics-web-example,org.eclipse.xtext.example.arithmetics.parent/org.eclipse.xtext.example.arithmetics/model/generated/Arithmetics.ecore,generated
wwu-pi,acse-xtext-knuth-binaries,xtext-projects/de.unimuenster.pi.bindsl/model/generated/BinDsl.ecore,generated
jwachter,xtext-serializer-issue-example,not applicable,not applicable
jwachter,xtext-serializer-issue-example,not applicable,not applicable
DemidovAlexander,Xtext_MiniJava_IDE,demidov.projects.minijava.parent/demidov.projects.minijava/model/generated/MiniJava.ecore,generated
camilagarcia113,xtext-dsl-obj3,aventurasGraficas/model/generated/AventuraGrafica.ecore,generated
cdietrich,gradle-xtext-xtend-problem,not applicable,not applicable
cdietrich,gradle-xtext-xtend-problem,not applicable,not applicable
uqbar-paco,firewall-dsls-externos-xtext,builder/edu.tadp.firewall/src-gen/edu/tadp/firewall/Firewalll.ecore,firewall
uqbar-paco,firewall-dsls-externos-xtext,generacion-codigo/edu.tadp.firewall/src-gen/edu/tadp/firewall/Firewalll.ecore,firewall
svenefftinge,Xtext-LWC-contribution--Instances-,org.xtext.lwc.instances/model/Instances.ecore,model
rainerschuster,eclipse-webidl,not applicable,not applicable
rainerschuster,eclipse-webidl,not applicable,not applicable
willy2706,if4150-xtext-html,not applicable,not applicable
willy2706,if4150-xtext-html,not applicable,not applicable
phaldan,htwg-cform-xtext-demo,not applicable,not applicable
phaldan,htwg-cform-xtext-demo,not applicable,not applicable
hypery2k,Xtext-GrammarMixin-Example,not applicable,not applicable
hypery2k,Xtext-GrammarMixin-Example,not applicable,not applicable
philiber92,xtext-utils.subproject-template,not applicable,not applicable
philiber92,xtext-utils.subproject-template,not applicable,not applicable
zrrk,xtext-utils.subproject-template,not applicable,not applicable
zrrk,xtext-utils.subproject-template,not applicable,not applicable
thowin,ituXtextLandinConfigurator,itu.xtext.landin.configurator/model/generated/Expressions.ecore,generated
philiber92,xtext-utils.xtend1,not applicable,not applicable
philiber92,xtext-utils.xtend1,not applicable,not applicable
claudenirmf,old-tests-on-xtext,not applicable,not applicable
claudenirmf,old-tests-on-xtext,not applicable,not applicable
zouhairireda,xtext-ocl-xtend-poc,org.poc.idm.acceleo.test/model/education.ecore,model
zouhairireda,xtext-ocl-xtend-poc,org.poc.idm.wdl/model/wdl.ecore,model
franzbecker,xtext-serializer-parallel-problem,not applicable,not applicable
franzbecker,xtext-serializer-parallel-problem,not applicable,not applicable
lunifera,lunifera-xtext-runtimebuilder-example,not applicable,not applicable
lunifera,lunifera-xtext-runtimebuilder-example,not applicable,not applicable
ftrifin,xtext-utils.subproject-template,not applicable,not applicable
ftrifin,xtext-utils.subproject-template,not applicable,not applicable
fluxtah,xtext-android-gradle-example,not applicable,not applicable
fluxtah,xtext-android-gradle-example,not applicable,not applicable
hypery2k,Xtext-Maven-BuildExample,not applicable,not applicable
hypery2k,Xtext-Maven-BuildExample,not applicable,not applicable
kittaakos,xtext-eclipse-gh-238,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
MatzeGIT,XText-Maven-CleanStart,not applicable,not applicable
MatzeGIT,XText-Maven-CleanStart,not applicable,not applicable
Rodolfocostapr,org.xtext.example.pascalito,not applicable,not applicable
Rodolfocostapr,org.xtext.example.pascalito,not applicable,not applicable
deb-sandeep,JoveNotesProcessor,not applicable,not applicable
deb-sandeep,JoveNotesProcessor,not applicable,not applicable
zrrk,xtext-utils.xtend1,not applicable,not applicable
zrrk,xtext-utils.xtend1,not applicable,not applicable
tanthingdeveloper3unshine,AutoCompleteXTextView,not applicable,not applicable
tanthingdeveloper3unshine,AutoCompleteXTextView,not applicable,not applicable
loradd,uml-xtext-grammar-generator,not applicable,not applicable
loradd,uml-xtext-grammar-generator,not applicable,not applicable
RobertWalter83,DialogScriptDSL,plugins/de.unidue.ecg.characterScript/src-gen/de/unidue/ecg/characterScript/CharacterScript.ecore,characterScript
RobertWalter83,DialogScriptDSL,plugins/de.unidue.ecg.dialogScript/src-gen/de/unidue/ecg/dialogScript/DialogScript.ecore,dialogScript
vicegd,org.xtext.dsl.restaurante,org.xtext.dsl.restaurante.parent/org.xtext.dsl.restaurante/model/generated/Restaurante.ecore,generated
paulluap,xtext-extras-issue216,not applicable,not applicable
paulluap,xtext-extras-issue216,not applicable,not applicable
dhakehurst,net.akehurst.example.xtext.vertx,not applicable,not applicable
dhakehurst,net.akehurst.example.xtext.vertx,not applicable,not applicable
alvilgau,de.htwg.xtext.setGame,de.htwg.xtext.setGame/model/generated/SetGame.ecore,generated
nittka,Xarchive,not applicable,not applicable
nittka,Xarchive,not applicable,not applicable
rdurelli,com.br.refactoring.xtext.dsl,not applicable,not applicable
rdurelli,com.br.refactoring.xtext.dsl,not applicable,not applicable
tmtron,xtext.15minTutorial.project,not applicable,not applicable
tmtron,xtext.15minTutorial.project,not applicable,not applicable
agentlab,eclipse-orbit_xtext-web-dsls,org.eclipse.xtext.web.example.hello/model/generated/Hello.ecore,generated
agentlab,eclipse-orbit_xtext-web-dsls,org.eclipse.xtext.web.example.statemachine/model/generated/Statemachine.ecore,generated
threadedblue,org.eclipse.xtext.example.domainmodel,model/generated/Domainmodel.ecore,generated
cdietrich,xtext-existing-metamodel-gradle-example,org.xtext.example.mydsl.emf/model/MyDsl.ecore,model
wrungel,tycho.xtext.mwe2.test,not applicable,not applicable
wrungel,tycho.xtext.mwe2.test,not applicable,not applicable
Scholvac,EclipseTaskJuggler,EclipseTaskJuggler.dsl/model/generated/ETJ.ecore,generated
ftmdida,xtext_code_gen_version_2,org.xtext.example.mydslsample/model/generated/MyDslSample.ecore,generated
alexwatts,xtext-j2ee-dsl,not applicable,not applicable
alexwatts,xtext-j2ee-dsl,not applicable,not applicable
cdietrich,xtext-gradle-plugin-issue-60,not applicable,not applicable
cdietrich,xtext-gradle-plugin-issue-60,not applicable,not applicable
thowin,ituXtextLandin2Configurator,itu.xtext.landin2.configurator/model/generated/Exco.ecore,generated
jkouwer,basicfamily,basic.family/model/basicfamily.ecore,model
goldschmiede,2011-02-18_xtext_apache_wicket,not applicable,not applicable
goldschmiede,2011-02-18_xtext_apache_wicket,not applicable,not applicable
nileshrege,El,not applicable,not applicable
nileshrege,El,not applicable,not applicable
deparlak,de.htwg.mdsd.xtext.portals,not applicable,not applicable
deparlak,de.htwg.mdsd.xtext.portals,not applicable,not applicable
shashwatanand,org.shashwat.xtext.smallJava,model/generated/SmallJavaDsl.ecore,generated
mmalohlava,gpp-for-xtext-master-thesis,not applicable,not applicable
mmalohlava,gpp-for-xtext-master-thesis,not applicable,not applicable
dexz92,Integrating-Xtext-and-JavaRAG,not applicable,not applicable
dexz92,Integrating-Xtext-and-JavaRAG,not applicable,not applicable
Rodolfocostapr,org.xtext.example.pascalitoOld,not applicable,not applicable
Rodolfocostapr,org.xtext.example.pascalitoOld,not applicable,not applicable
KasperGam,IGESImport,org.eclipse.january.geometry.xtext.iges/model/generated/IGES.ecore,generated
fuinorg,xsample,org.fuin.xsample.dsl/model/generated/XSampleDsl.ecore,generated
florianpirchner,beantypes,com.lunifera.beantypes.model/model/beans.ecore,model
cdietrich,xtext-gradle-plugin-issue-61,not applicable,not applicable
cdietrich,xtext-gradle-plugin-issue-61,not applicable,not applicable
rdurelli,com.br.refactoring.xtext.dsl.ui,not applicable,not applicable
rdurelli,com.br.refactoring.xtext.dsl.ui,not applicable,not applicable
threadedblue,org.eclipse.xtext.example.domainmodel.tests,not applicable,not applicable
threadedblue,org.eclipse.xtext.example.domainmodel.tests,not applicable,not applicable
rdurelli,com.br.refactoring.xtext.dsl.tests,not applicable,not applicable
rdurelli,com.br.refactoring.xtext.dsl.tests,not applicable,not applicable
shashwatanand,org.shashwat.xtext.smallJava.ui,not applicable,not applicable
shashwatanand,org.shashwat.xtext.smallJava.ui,not applicable,not applicable
tmtron,xtext.eclipse.15minExtended.project,not applicable,not applicable
tmtron,xtext.eclipse.15minExtended.project,not applicable,not applicable
chqu1012,MetroUiDescriper,de.dc.emf.metro.model/model/metro.ecore,model
rainerschuster,sygus-ide,not applicable,not applicable
rainerschuster,sygus-ide,not applicable,not applicable
jacruzca,xtext-multilanguage-multiple-target-impl-reuse,A/co.edu.unal.A/model/generated/ADsl.ecore,generated
jacruzca,xtext-multilanguage-multiple-target-impl-reuse,B/co.edu.unal.B/model/generated/BDsl.ecore,generated
jacruzca,xtext-multilanguage-multiple-target-impl-reuse,C/co.edu.unal.C/model/generated/CDsl.ecore,generated
jacruzca,xtext-multilanguage-multiple-target-impl-reuse,D/co.edu.unal.D/model/generated/DDsl.ecore,generated
jacruzca,xtext-multilanguage-multiple-target-impl-reuse,E/co.edu.unal.E/model/generated/EDsl.ecore,generated
jacruzca,xtext-multilanguage-multiple-target-impl-reuse,G/co.edu.unal.G/model/generated/GDsl.ecore,generated
qscdfg,mybash,org.xtext.example.mybash/model/generated/MyBash.ecore,generated
eirikg,XbaseSiriusIntegration,org.example.domainmodel/model/generated/Domainmodel.ecore,generated
nohum,android-code-generation,xtext-dsl-implementation/at.fhj.gaar.androidapp.dsl/model/generated/AppDsl.ecore,generated
gvd,zest-sm,not applicable,not applicable
gvd,zest-sm,not applicable,not applicable
uqbar-paco,declaratividad-orm-java,xtext/xtext/src-gen/tadp/examples/Mapping.ecore,examples
shashwatanand,org.shashwat.xtext.smallJava.tests,not applicable,not applicable
shashwatanand,org.shashwat.xtext.smallJava.tests,not applicable,not applicable
dhakehurst,net.akehurst.example.xtext.vertx.lsp,not applicable,not applicable
dhakehurst,net.akehurst.example.xtext.vertx.lsp,not applicable,not applicable
vztpv,ClauTextWithEclipse,not applicable,not applicable
vztpv,ClauTextWithEclipse,not applicable,not applicable
goldschmiede,2011-04-29_xtext_service_repository,not applicable,not applicable
goldschmiede,2011-04-29_xtext_service_repository,not applicable,not applicable
markusvoelter,DSLEngBook-Xtext-P3Demo,not applicable,not applicable
markusvoelter,DSLEngBook-Xtext-P3Demo,not applicable,not applicable
ESIR2Compilation,PrettyPrinter,not applicable,not applicable
ESIR2Compilation,PrettyPrinter,not applicable,not applicable
bmael,MVCLang,not applicable,not applicable
bmael,MVCLang,not applicable,not applicable
zhou-jg,tefler,person.zhoujg.feature/model/generated/Feature.ecore,generated
bogdanvuk,xvhdl,rs.demsys.vhdl/model/generated/Vhdl.ecore,generated
marcotinacci,XTuring,it.marcotinacci.xturing/bin/it/marcotinacci/xturing/XTuring.ecore,xturing
marcotinacci,XTuring,it.marcotinacci.xturing/src-gen/it/marcotinacci/xturing/XTuring.ecore,xturing
threadedblue,org.eclipse.xtext.example.domainmodel.ui,not applicable,not applicable
threadedblue,org.eclipse.xtext.example.domainmodel.ui,not applicable,not applicable
joergreichert,OperationsResearch,plugins/org.eclipse.xtext.example.knapsack/model/generated/Knapsack.ecore,generated
tommyettinger,julepp,not applicable,not applicable
tommyettinger,julepp,not applicable,not applicable
masters-info-nantes,SmokingText,org.atl.smokingtext.diagramclass/UML.ecore,org.atl.smokingtext.diagramclass
masters-info-nantes,SmokingText,org.xtext.smokingtext.diagramclass/model/generated/DiagramClass.ecore,generated
masters-info-nantes,SmokingText,org.xtext.smokingtext.diagramclass/model/generated/booksDiagramClass.ecore,generated
daniel-laszlo,temalabor,not applicable,not applicable
daniel-laszlo,temalabor,not applicable,not applicable
Communote,communote-restws,not applicable,not applicable
Communote,communote-restws,not applicable,not applicable
vorburger,FormGeneratorPOC,not applicable,not applicable
vorburger,FormGeneratorPOC,not applicable,not applicable
nittka,pocesl,not applicable,not applicable
nittka,pocesl,not applicable,not applicable
logicfish,POMText,not applicable,not applicable
logicfish,POMText,not applicable,not applicable
cdietrich,https---github.com-meysholdt-xtext_stateful_lexer,not applicable,not applicable
cdietrich,https---github.com-meysholdt-xtext_stateful_lexer,not applicable,not applicable
bogdanvuk,xrst,rs.demsys.rst.bib/model/generated/Bib.ecore,generated
bogdanvuk,xrst,rs.demsys.rst/model/generated/Rst.ecore,generated
meysholdt,performance_probes,not applicable,not applicable
meysholdt,performance_probes,not applicable,not applicable
agentlab,PowerLoomDSL,plugins/ru.agentlab.powerloom.dsl/model/generated/PowerloomDsl.ecore,generated
rainerschuster,jdl-ide,not applicable,not applicable
rainerschuster,jdl-ide,not applicable,not applicable
JoostvanPinxten,SDF3-editor,nl.tue.ele.es.sdf3.editor/model/generated/SDF3.ecore,generated
ceefour,emf-sandbox,xml-generated/model/BippoMall.ecore,model
ceefour,emf-sandbox,xml-reflection/model/BippoMall.ecore,model
Mehdi23,FlexoModelingLanguage,org.xtext.example.FlexoLanguage/src-gen/org/xtext/example/mydsl/FML.ecore,mydsl
atanaka,experimental-rmodp-dsl,org.xtext.example.rmodp/src-gen/org/xtext/example/rmodp/RmOdp.ecore,rmodp
leolimasa,reqlang,reqlang/model/generated/ReqLang.ecore,generated
smba,model-based-times,de.tu-bs.cs.isf.mbse.mbtimes.models.atom/model/Atom.ecore,model
smba,model-based-times,de.tu-bs.cs.isf.mbse.mbtimes.models.rss/model/RSS.ecore,model
smba,model-based-times,de.tu-bs.cs.isf.mbse.mbtimes.models.unified/model/unified.ecore,model
smba,model-based-times,de.tu_bs.cs.isf.mbse.mbtimes.npl/model/generated/Npl.ecore,generated
DavidFosterLuhmann,high-dim,not applicable,not applicable
DavidFosterLuhmann,high-dim,not applicable,not applicable
test-editor,deprecated-test-editor-index-backend,not applicable,not applicable
test-editor,deprecated-test-editor-index-backend,not applicable,not applicable
sidz8690,EasyUnit,not applicable,not applicable
sidz8690,EasyUnit,not applicable,not applicable
lsotnk,lsotnk.xbase.launching,not applicable,not applicable
lsotnk,lsotnk.xbase.launching,not applicable,not applicable
Tim-S,ReqLNG,de.schneidertim.requirements.nlp/model/generated/ReqLNG.ecore,generated
helunwencser,PAOC,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
nakul02,sysml.dml,sysml.dml/model/generated/Dml.ecore,generated
rainerschuster,tlsf-ide,not applicable,not applicable
rainerschuster,tlsf-ide,not applicable,not applicable
rainerschuster,asdl-ide,not applicable,not applicable
