Name,Repository Name,Repository HTML URL,Owner Name
ScelLight.xtext,jresp,https://github.com/hoelzl/jresp,hoelzl
Issue60.xtext,xtext-gradle-plugin-issue-60,https://github.com/cdietrich/xtext-gradle-plugin-issue-60,cdietrich
Editor.xtext,euclideanspace,https://github.com/martinbaker/euclideanspace,martinbaker
Jlanguage.xtext,Colleg-UENP,https://github.com/Jh0wjso/Colleg-UENP,Jh0wjso
Githubwf.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
Flora2Editor.xtext,flora2-eclipse,https://github.com/vital-ai/flora2-eclipse,vital-ai
spacetransportationservice_BASICAO_1567685656101.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Assess.xtext,engage_dsl,https://github.com/yaelleC/engage_dsl,yaelleC
Ares.xtext,alwb-source,https://github.com/mcolburn/alwb-source,mcolburn
ContextDsl.xtext,rodin-b-sharp-iUML_B_Utils,https://github.com/weetmuts/rodin-b-sharp-iUML_B_Utils,weetmuts
PermissionsOneOf1.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
Survey.xtext,EclipseCon2014_XtextTutorial,https://github.com/meysholdt/EclipseCon2014_XtextTutorial,meysholdt
Survey.xtext,se_2015_dresden,https://github.com/meysholdt/se_2015_dresden,meysholdt
Sitemap.xtext,openhab,https://github.com/google-code-export/openhab,google-code-export
EmfSupportDsl.xtext,RichClientFX,https://github.com/chqu1012/RichClientFX,chqu1012
MyDsl.xtext,ats.testcc,https://github.com/AiC-Project/ats.testcc,AiC-Project
MyDsl.xtext,MyDsl,https://github.com/thedjenny/MyDsl,thedjenny
SpecDSL.xtext,specmate,https://github.com/qualicen/specmate,qualicen
SpecDSL.xtext,PA2558-specmate-2020,https://github.com/EriksKlotins/PA2558-specmate-2020,EriksKlotins
SpecDSL.xtext,PA2558-specmate-2020,https://github.com/EriksKlotins/PA2558-specmate-2020,EriksKlotins
LuceneFields.xtext,CodeFinder,https://github.com/tobiasb/CodeFinder,tobiasb
BashDSL.xtext,bashdsl,https://github.com/cokeSchlumpf/bashdsl,cokeSchlumpf
ENIGME.xtext,Enseeiht,https://github.com/kimokipo/Enseeiht,kimokipo
Rules.xtext,bcanhome-openhab,https://github.com/ANierbeck/bcanhome-openhab,ANierbeck
Rules.xtext,openhab,https://github.com/google-code-export/openhab,google-code-export
Guiexercice.xtext,IMT-DSL-Test,https://github.com/anaelChardan/IMT-DSL-Test,anaelChardan
MyDsl.xtext,Formal_Systems_Modeling,https://github.com/ahmadspm/Formal_Systems_Modeling,ahmadspm
Script.xtext,openhab-core,https://github.com/openhab/openhab-core,openhab
KerML.xtext,SysML-v2-Pilot-Implementation,https://github.com/Systems-Modeling/SysML-v2-Pilot-Implementation,Systems-Modeling
Dot.xtext,gef,https://github.com/eclipse/gef,eclipse
TacticDDDLanguage.xtext,context-mapper-dsl,https://github.com/ContextMapper/context-mapper-dsl,ContextMapper
Nabla.xtext,NabLab,https://github.com/cea-hpc/NabLab,cea-hpc
Route.xtext,seven-languages-xtext,https://github.com/xtext/seven-languages-xtext,xtext
Common.xtext,osate2,https://github.com/osate/osate2,osate
Clautext.xtext,ClauTextWithEclipse,https://github.com/vztpv/ClauTextWithEclipse,vztpv
RegularExpression.xtext,n4js,https://github.com/NumberFour/n4js,NumberFour
AppBuilder.xtext,MDSD,https://github.com/nteg/MDSD,nteg
Feature.xtext,raconteur,https://github.com/limadelic/raconteur,limadelic
ModelEditor.xtext,Sparrow,https://github.com/ioanaverebi/Sparrow,ioanaverebi
GRandom.xtext,KLighD,https://github.com/kieler/KLighD,kieler
SacmDsl.xtext,CertWare,https://github.com/nasa/CertWare,nasa
ProgramDsl.xtext,mita,https://github.com/eclipse/mita,eclipse
AADM.xtext,ide,https://github.com/SODALITE-EU/ide,SODALITE-EU
MyQvto.xtext,Pretty-Printer_Language-Analysis,https://github.com/joerg-holtmann/Pretty-Printer_Language-Analysis,joerg-holtmann
CtlXtext.xtext,foam-tool,https://github.com/d3sreq/foam-tool,d3sreq
City.xtext,Getaviz,https://github.com/softvis-research/Getaviz,softvis-research
TaskDSL.xtext,DES,https://github.com/LBoonstra/DES,LBoonstra
MROS.xtext,metacontrol_tooling,https://github.com/MROS-RobMoSys-ITP/metacontrol_tooling,MROS-RobMoSys-ITP
InlineEdit.xtext,xtext-sirius-integration,https://github.com/altran-mde/xtext-sirius-integration,altran-mde
MyPL-naive.xtext,Xtext2-DSLs,https://github.com/dslmeinte/Xtext2-DSLs,dslmeinte
Argument.xtext,meaningful-changes,https://github.com/yijunyu/meaningful-changes,yijunyu
RMDF.xtext,iac-modelling-doml,https://github.com/tasiomendez/iac-modelling-doml,tasiomendez
MyDsl.xtext,XtextPlayground,https://github.com/joergreichert/XtextPlayground,joergreichert
AltaRica.xtext,aadl2altarica,https://github.com/osate/aadl2altarica,osate
EgyDsl.xtext,bts,https://github.com/thesaurus-linguae-aegyptiae/bts,thesaurus-linguae-aegyptiae
OntologicalModelingLanguage.xtext,gov.nasa.jpl.imce.oml.specification.parent,https://github.com/JPL-IMCE/gov.nasa.jpl.imce.oml.specification.parent,JPL-IMCE
SimpleML.xtext,Simple-ML,https://github.com/Simple-ML/Simple-ML,Simple-ML
Entities.xtext,xtext,https://github.com/rmemory/xtext,rmemory
EntityDsl.xtext,Xtext-sandbox,https://github.com/nbhusare/Xtext-sandbox,nbhusare
Flux.xtext,metafacture-flux,https://github.com/metafacture/metafacture-flux,metafacture
SmallJava.xtext,xtextxtend-book-examples,https://github.com/fedorov-vk/xtextxtend-book-examples,fedorov-vk
Dm.xtext,dom4editor,https://github.com/larzm42/dom4editor,larzm42
Annotations.xtext,semantics,https://github.com/kieler/semantics,kieler
Dsl.xtext,MDSD,https://github.com/steffenschmitt1/MDSD,steffenschmitt1
Cdl.xtext,tecs-ide,https://github.com/PizzaFactory/tecs-ide,PizzaFactory
spacetransportationservice_NOAOBASIC_1567688840699.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Yang.xtext,yang-lsp,https://github.com/TypeFox/yang-lsp,TypeFox
PDL.xtext,idm.miniprojet,https://github.com/gabrielaiji/idm.miniprojet,gabrielaiji
PDL1.xtext,Projet-IDM,https://github.com/guilhemmgt/Projet-IDM,guilhemmgt
Picobot.xtext,picobot-XText,https://github.com/hmc-cs111-fall2015/picobot-XText,hmc-cs111-fall2015
Block.xtext,xtext-tips,https://github.com/idiomaticsoft/xtext-tips,idiomaticsoft
Statemachine.xtext,dslforge,https://github.com/plugbee/dslforge,plugbee
Adl.xtext,sandboxes,https://github.com/MIND-Tools/sandboxes,MIND-Tools
basic_MGEN 1563557491580.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
basic_MGEN 1563557045692.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
OCLstdlib.xtext,frsl-1.0.0,https://github.com/vnu-frsl/frsl-1.0.0,vnu-frsl
TargetPlatform.xtext,SmartMDSD-Toolchain,https://github.com/Servicerobotics-Ulm/SmartMDSD-Toolchain,Servicerobotics-Ulm
AspectLang.xtext,instrumentation-languages,https://github.com/kieker-monitoring/instrumentation-languages,kieker-monitoring
Foo.xtext,gethandly.0,https://github.com/pisv/gethandly.0,pisv
Companies_xtextStyle.xtext,cs2as,https://github.com/adolfosbh/cs2as,adolfosbh
Bonanza.xtext,BonanzaDSL,https://github.com/kidylee/BonanzaDSL,kidylee
Protobuf.xtext,Model-driven-Pretty-Printer-for-Xtext-Framework,https://github.com/mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework,mn-mikke
GithubwfRootOnOneOf2.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
DeviceModelingLanguage.xtext,devicemodel,https://github.com/mdcf/devicemodel,mdcf
KerMLExpressions.xtext,SysML-v2-Pilot-Implementation,https://github.com/Systems-Modeling/SysML-v2-Pilot-Implementation,Systems-Modeling
Jenkins.xtext,ecore,https://github.com/zakaria68K/ecore,zakaria68K
GdmLang.xtext,mortadelo,https://github.com/alfonsodelavega/mortadelo,alfonsodelavega
BrowserAutomation.xtext,browser-automation,https://github.com/jonag/browser-automation,jonag
RosInterfacesPool.xtext,SeRoNet-Tooling-ROS-Mixed-Port,https://github.com/seronet-project/SeRoNet-Tooling-ROS-Mixed-Port,seronet-project
LinguaFranca.xtext,lingua-franca-nogil,https://github.com/jackyk02/lingua-franca-nogil,jackyk02
Fastbld.xtext,NDT,https://github.com/cooked/NDT,cooked
Abat.xtext,Abat,https://github.com/yanntm/Abat,yanntm
ClassDiagram.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
game.xtext,Enseeiht,https://github.com/kimokipo/Enseeiht,kimokipo
PDL1.xtext,N7_Projet-IDM,https://github.com/Dayonixe/N7_Projet-IDM,Dayonixe
PML.xtext,ARTIST,https://github.com/artist-project/ARTIST,artist-project
spacetransportationservice_GENNOWS_1563436354236.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
spacetransportationservice_GENNOAO_1562937385255.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
spacetransportationservice_GENNOWS_1562937916976.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
MyDsl.xtext,Kanoa,https://github.com/Gricel-lee/Kanoa,Gricel-lee
ExprDemo.xtext,Model-driven-Pretty-Printer-for-Xtext-Framework,https://github.com/mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework,mn-mikke
Expressions.xtext,xtextxtend-book-examples,https://github.com/fedorov-vk/xtextxtend-book-examples,fedorov-vk
Vodsl.xtext,vodsl,https://github.com/pahjbo/vodsl,pahjbo
TextualWorkbench.xtext,e4dsl,https://github.com/meysholdt/e4dsl,meysholdt
MyDsl.xtext,farmingdsl,https://github.com/HamedKaramoko/farmingdsl,HamedKaramoko
EbnfLang.xtext,ebnfworkbench,https://github.com/UnibgInfo3A/ebnfworkbench,UnibgInfo3A
PCTL.xtext,CoWolf,https://github.com/CoWolf/CoWolf,CoWolf
Draft7.xtext,JSON-Schema-to-internal-DSL,https://github.com/jonaslagoni/JSON-Schema-to-internal-DSL,jonaslagoni
Jeu.xtext,ENSEEIHT,https://github.com/Badr-sajid/ENSEEIHT,Badr-sajid
JbaseTestlanguage.xtext,jbase,https://github.com/LorenzoBettini/jbase,LorenzoBettini
FeatureLang.xtext,feature-dsl-tools,https://github.com/modicio/feature-dsl-tools,modicio
NeoKappa.xtext,BioPMFramework,https://github.com/Echtzeitsysteme/BioPMFramework,Echtzeitsysteme
SmachDSL.xtext,bride,https://github.com/ipa320/bride,ipa320
MetricDSL.xtext,Extractor,https://github.com/CloudScale-Project/Extractor,CloudScale-Project
TggInterpreterConfig.xtext,Henshin-Editor,https://github.com/de-tu-berlin-tfs/Henshin-Editor,de-tu-berlin-tfs
Tao.xtext,eclectic,https://github.com/jesusc/eclectic,jesusc
XtextDsl.xtext,RAPID-ML,https://github.com/RepreZen/RAPID-ML,RepreZen
TargetModel.xtext,Overtarget,https://github.com/DLR-SC/Overtarget,DLR-SC
Aspect.xtext,dyn_adapt,https://github.com/supersede-project/dyn_adapt,supersede-project
SLL.xtext,sll-xtext,https://github.com/ilya-klyuchnikov/sll-xtext,ilya-klyuchnikov
basic_MGEN 1563557207314.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Property.xtext,Corretto,https://github.com/deib-polimi/Corretto,deib-polimi
Hummingbird.xtext,dslforge,https://github.com/plugbee/dslforge,plugbee
EMFPatternLanguage.xtext,org.eclipse.incquery,https://github.com/siliconbrain/org.eclipse.incquery,siliconbrain
ControlDSL.xtext,example-ControlOptionDSL,https://github.com/zs6jce/example-ControlOptionDSL,zs6jce
RefOneOf0.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
PDL.xtext,IDM_ENSEEIHT_S7,https://github.com/Roropey/IDM_ENSEEIHT_S7,Roropey
MonetModelingLanguage.xtext,monet,https://github.com/ulpgc-siani/monet,ulpgc-siani
Expressions.xtext,packtpub-xtext-book-examples,https://github.com/LorenzoBettini/packtpub-xtext-book-examples,LorenzoBettini
Assignments.xtext,Model-driven-Pretty-Printer-for-Xtext-Framework,https://github.com/mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework,mn-mikke
VideoGen.xtext,teaching-MDE-MIAGE1819,https://github.com/acherm/teaching-MDE-MIAGE1819,acherm
Web.xtext,php.ware.web,https://github.com/davidmpaz/php.ware.web,davidmpaz
Tw.xtext,twitterIM,https://github.com/ilyassazaroual/twitterIM,ilyassazaroual
UppaalXML.xtext,uppaal,https://github.com/uppaal-emf/uppaal,uppaal-emf
FLATMCAD.xtext,micobs,https://github.com/parraman/micobs,parraman
MyAsm.xtext,CompilerProject,https://github.com/diegoado/CompilerProject,diegoado
RuleEngine.xtext,xtext-gen-extension,https://github.com/Lzgpom/xtext-gen-extension,Lzgpom
FractalItf.xtext,sandboxes,https://github.com/MIND-Tools/sandboxes,MIND-Tools
QL.xtext,endless-ql,https://github.com/software-engineering-amsterdam/endless-ql,software-engineering-amsterdam
Protobuf.xtext,Model-driven-Pretty-Printer-for-Xtext-Framework,https://github.com/mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework,mn-mikke
Expressions.xtext,eclectic,https://github.com/jesusc/eclectic,jesusc
JBehaveStory.xtext,jbehave,https://github.com/cheleb/jbehave,cheleb
FSMDsl.xtext,sle16,https://github.com/grammarware/sle16,grammarware
Domainmodel_noop.xtext,Stuff,https://github.com/holgerschill/Stuff,holgerschill
AuditLog.xtext,DSALs,https://github.com/OpenUniversity/DSALs,OpenUniversity
Gui.xtext,IMT-GUI-DSL,https://github.com/alexisrobin/IMT-GUI-DSL,alexisrobin
CrudDsl.xtext,bugfree-octo-tyrion,https://github.com/Dagefoerde/bugfree-octo-tyrion,Dagefoerde
Boa.xtext,ale-lang-compiler,https://github.com/gemoc/ale-lang-compiler,gemoc
SimplePDL.xtext,ENSEEIHT,https://github.com/flogaribal/ENSEEIHT,flogaribal
isda.xtext,protocol,https://github.com/freight-trust/protocol,freight-trust
CartridgeDsl.xtext,xmdlab,https://github.com/abes140377/xmdlab,abes140377
StsLanguageDefault.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Minitl.xtext,minitl,https://github.com/tetrabox/minitl,tetrabox
DefaultBoxModelDefinition.xtext,Model-driven-Pretty-Printer-for-Xtext-Framework,https://github.com/mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework,mn-mikke
Vm.xtext,ViViD-2.0,https://github.com/jagalindo/ViViD-2.0,jagalindo
MusicDsl.xtext,MusicDsl,https://github.com/oliverablagojevic/MusicDsl,oliverablagojevic
Express.xtext,emoflon-ibex-tests,https://github.com/eMoflon/emoflon-ibex-tests,eMoflon
Thing.xtext,smarthome,https://github.com/eric-erki/smarthome,eric-erki
Sparql.xtext,RDFXtext,https://github.com/klusyu/RDFXtext,klusyu
UISemanticsGrammar.xtext,lunifera-ecview-addons,https://github.com/lunifera/lunifera-ecview-addons,lunifera
ThingDescriptionJson.xtext,wot-toolkit,https://github.com/SOM-Research/wot-toolkit,SOM-Research
GraphqlXtext.xtext,graphQL-xtext-grammar,https://github.com/SOM-Research/graphQL-xtext-grammar,SOM-Research
WHILE.xtext,Henshin-Editor,https://github.com/de-tu-berlin-tfs/Henshin-Editor,de-tu-berlin-tfs
ServicesGrammar.xtext,lunifera-dsl,https://github.com/lunifera/lunifera-dsl,lunifera
Mkl.xtext,mkl,https://github.com/lobokoch/mkl,lobokoch
Persistence.xtext,openhab-hdl,https://github.com/andrey-desman/openhab-hdl,andrey-desman
Xturtle.xtext,Xturtle,https://github.com/AKSW/Xturtle,AKSW
ReusableWorkflowCallJobSecretsOneOf0.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
KTrace.xtext,semantics,https://github.com/kieler/semantics,kieler
XObjects.xtext,XObjects,https://github.com/vorburger/XObjects,vorburger
Modelica.xtext,xmodelica,https://github.com/jgoppert/xmodelica,jgoppert
WebIDL.xtext,webidl2ecore,https://github.com/rektide/webidl2ecore,rektide
Domainmodel.xtext,Xtext_Xtend_HTML_Generator,https://github.com/fatalerrortan/Xtext_Xtend_HTML_Generator,fatalerrortan
PDL.xtext,GLS_G111,https://github.com/Elystria/GLS_G111,Elystria
BookingDSL.xtext,bookingDSLIndividuel,https://github.com/UlrikSandberg/bookingDSLIndividuel,UlrikSandberg
PropSpec.xtext,HybridSynchAADL,https://github.com/hybridsynchaadl/HybridSynchAADL,hybridsynchaadl
ReusableWorkflowCallJobConcurrencyOneOf1.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
MyDsl.xtext,xtext-serializer-issue-example,https://github.com/jwachter/xtext-serializer-issue-example,jwachter
Firewalll.xtext,firewall-dsls-externos-xtext,https://github.com/uqbar-paco/firewall-dsls-externos-xtext,uqbar-paco
spacetransportationservice_GENNOWS_1563225319137.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
PP2.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Dependency.xtext,SmartDG-DSL,https://github.com/Servicerobotics-Ulm/SmartDG-DSL,Servicerobotics-Ulm
Yang.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Student.xtext,Eclipse-Plug-Ins,https://github.com/vihanga-liyanage/Eclipse-Plug-Ins,vihanga-liyanage
ViewDsl.xtext,eTool,https://github.com/spillay/eTool,spillay
ComponentDatasheet.xtext,SmartMDSD-Toolchain,https://github.com/Servicerobotics-Ulm/SmartMDSD-Toolchain,Servicerobotics-Ulm
GridGame.xtext,GridGames,https://github.com/szschaler/GridGames,szschaler
UiMockupLanguage.xtext,MDE_Mario_NEW,https://github.com/mariobyebye1/MDE_Mario_NEW,mariobyebye1
Turtles.xtext,demo-activity,https://github.com/wbdemo/demo-activity,wbdemo
Go.xtext,compilanovo,https://github.com/antunesdantass/compilanovo,antunesdantass
Entities.xtext,xtext-emacs-lsp-demo,https://github.com/rudi/xtext-emacs-lsp-demo,rudi
KiBuild.xtext,semantics,https://github.com/kieler/semantics,kieler
Mapper.xtext,objcgenerator,https://github.com/tomsontom/objcgenerator,tomsontom
LTL.xtext,benchmark-challenge-2018,https://github.com/runtime-verification/benchmark-challenge-2018,runtime-verification
PoST.xtext,post_core,https://github.com/v-bashev/post_core,v-bashev
EDeltaLang.xtext,EMFMigrate,https://github.com/MDEGroup/EMFMigrate,MDEGroup
game.xtext,ENSEEIHT,https://github.com/MOUDDENEHamza/ENSEEIHT,MOUDDENEHamza
DependencyDsl.xtext,polyglot-maven,https://github.com/deepin-community/polyglot-maven,deepin-community
NormalJobStrategyMatrixAdditionalPropertiesOneOf0.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
spacetransportationservice_GENNOWS_1562940757399.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
SolverLanguage.xtext,VIATRA-Generator,https://github.com/viatra/VIATRA-Generator,viatra
PDL2.xtext,enseeiht,https://github.com/kingdoublegui/enseeiht,kingdoublegui
SmallUML.xtext,SmallUML,https://github.com/P1erreGaultier/SmallUML,P1erreGaultier
USFLanguage.xtext,usf_safetymodeler,https://github.com/universalsafetyformat/usf_safetymodeler,universalsafetyformat
WPDsl.xtext,WordPress-Plugin-DSL,https://github.com/jcabot/WordPress-Plugin-DSL,jcabot
UmlTransition.xtext,Papyrus-1.0-M5-DevSourceSet,https://github.com/ApexSoft/Papyrus-1.0-M5-DevSourceSet,ApexSoft
SystemParameter.xtext,SmartMDSD-Toolchain,https://github.com/Servicerobotics-Ulm/SmartMDSD-Toolchain,Servicerobotics-Ulm
FitLang.xtext,fitoptivis-dsl,https://github.com/smartarch/fitoptivis-dsl,smartarch
Tinyscript.xtext,tinyscript,https://github.com/mabauer/tinyscript,mabauer
Yang.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
game.xtext,ENSEEIHT,https://github.com/Badr-sajid/ENSEEIHT,Badr-sajid
Dot.xtext,zest,https://github.com/ujhelyiz/zest,ujhelyiz
COV.xtext,Coverage4DSLs,https://github.com/Faezeh-Kh/Coverage4DSLs,Faezeh-Kh
Xturtle.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
TorXakisDsl.xtext,SupportEclipse,https://github.com/TorXakis/SupportEclipse,TorXakis
UniMapperGenerator.xtext,UniMapperGenerator,https://github.com/UnicoenProject/UniMapperGenerator,UnicoenProject
spacetransportationservice_GEN_1562937096122.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
TCHEADER.xtext,gss-eclipse,https://github.com/uah-srg-tech/gss-eclipse,uah-srg-tech
FSM.xtext,ModelingCrashCourse,https://github.com/gemoc/ModelingCrashCourse,gemoc
Postscript.xtext,psdt,https://github.com/thomas-fritsch/psdt,thomas-fritsch
BlendedWorkflow.xtext,blended-workflow,https://github.com/socialsoftware/blended-workflow,socialsoftware
Base.xtext,frsl-1.0.0,https://github.com/vnu-frsl/frsl-1.0.0,vnu-frsl
Lambda.xtext,xsemantics,https://github.com/eclipse/xsemantics,eclipse
CheckCfg.xtext,dsl-devkit,https://github.com/dsldevkit/dsl-devkit,dsldevkit
QueryDsl.xtext,query,https://github.com/indamutsa/query,indamutsa
SmDsl.xtext,com.systemassembly.sm.dsl.parent,https://github.com/gvergine/com.systemassembly.sm.dsl.parent,gvergine
RIMDsl.xtext,IRIS,https://github.com/JangidUK/IRIS,JangidUK
Script.xtext,opensmarthouse-core,https://github.com/opensmarthouse/opensmarthouse-core,opensmarthouse
MROS.xtext,metacontrol_tooling,https://github.com/MROS-RobMoSys-ITP/metacontrol_tooling,MROS-RobMoSys-ITP
EgyDsl.xtext,bts,https://github.com/thesaurus-linguae-aegyptiae/bts,thesaurus-linguae-aegyptiae
EntityDsl.xtext,Xtext-sandbox,https://github.com/nbhusare/Xtext-sandbox,nbhusare
spacetransportationservice_NOAOBASIC_1567687280084.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
PDL.xtext,idm.miniprojet,https://github.com/gabrielaiji/idm.miniprojet,gabrielaiji
Block.xtext,xtext-tips,https://github.com/idiomaticsoft/xtext-tips,idiomaticsoft
Block.xtext,xtext-tips,https://github.com/idiomaticsoft/xtext-tips,idiomaticsoft
Statemachine.xtext,Generic-Graph-View,https://github.com/JanKoehnlein/Generic-Graph-View,JanKoehnlein
Statemachine.xtext,Xtext-Sirius-integration,https://github.com/ObeoNetwork/Xtext-Sirius-integration,ObeoNetwork
Statemachine.xtext,Permet,https://github.com/joergreichert/Permet,joergreichert
Statemachine.xtext,Gama-Cloud,https://github.com/tung18tht/Gama-Cloud,tung18tht
Foo.xtext,gethandly.1st,https://github.com/pisv/gethandly.1st,pisv
Foo.xtext,handly-playground,https://github.com/pisv/handly-playground,pisv
Foo.xtext,gethandly.2nd,https://github.com/pisv/gethandly.2nd,pisv
Foo.xtext,gethandly.3rd,https://github.com/pisv/gethandly.3rd,pisv
GithubwfRootOnOneOf2.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
DeviceModelingLanguage.xtext,devicemodel,https://github.com/mdcf/devicemodel,mdcf
Jenkins.xtext,ecore,https://github.com/zakaria68K/ecore,zakaria68K
ClassDiagram.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
PDL1.xtext,N7_Projet-IDM,https://github.com/Dayonixe/N7_Projet-IDM,Dayonixe
PML.xtext,ARTIST-NFRVT,https://github.com/artist-project/ARTIST-NFRVT,artist-project
spacetransportationservice_GENNOWS_1562937568531.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
MyDsl.xtext,Kanoa,https://github.com/Gricel-lee/Kanoa,Gricel-lee
SmachDSL.xtext,bride,https://github.com/ipa320/bride,ipa320
RefOneOf0.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
MonetModelingLanguage.xtext,monet,https://github.com/ulpgc-siani/monet,ulpgc-siani
MonetModelingLanguage.xtext,monet,https://github.com/ulpgc-siani/monet,ulpgc-siani
VideoGen.xtext,teaching-MDE-MIAGE1819,https://github.com/acherm/teaching-MDE-MIAGE1819,acherm
Tw.xtext,twitterIM,https://github.com/ilyassazaroual/twitterIM,ilyassazaroual
Protobuf.xtext,Model-driven-Pretty-Printer-for-Xtext-Framework,https://github.com/mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework,mn-mikke
CrudDsl.xtext,bugfree-octo-tyrion,https://github.com/Dagefoerde/bugfree-octo-tyrion,Dagefoerde
StsLanguageDefault.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Minitl.xtext,MiniTL,https://github.com/NaoMod/MiniTL,NaoMod
MusicDsl.xtext,MusicDsl,https://github.com/oliverablagojevic/MusicDsl,oliverablagojevic
Persistence.xtext,bcanhome-openhab,https://github.com/ANierbeck/bcanhome-openhab,ANierbeck
Persistence.xtext,openhab,https://github.com/google-code-export/openhab,google-code-export
Xturtle.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
ReusableWorkflowCallJobSecretsOneOf0.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
PDL.xtext,GLS_G111,https://github.com/Elystria/GLS_G111,Elystria
PropSpec.xtext,hybridsynchaadl.github.io,https://github.com/hybridsynchaadl/hybridsynchaadl.github.io,hybridsynchaadl
PropSpec.xtext,hybridsynchaadl.github.io,https://github.com/hybridsynchaadl/hybridsynchaadl.github.io,hybridsynchaadl
ReusableWorkflowCallJobConcurrencyOneOf1.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
PP.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Yang.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
UiMockupLanguage.xtext,MDE_Mario_NEW,https://github.com/mariobyebye1/MDE_Mario_NEW,mariobyebye1
Turtles.xtext,educationplatform-examples,https://github.com/mdenet/educationplatform-examples,mdenet
LTL.xtext,benchmark-challenge-2018,https://github.com/runtime-verification/benchmark-challenge-2018,runtime-verification
PoST.xtext,post_core,https://github.com/v-bashev/post_core,v-bashev
NormalJobStrategyMatrixAdditionalPropertiesOneOf0.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
SmallUML.xtext,SmallUML,https://github.com/P1erreGaultier/SmallUML,P1erreGaultier
Xturtle.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
spacetransportationservice_GEN_1562936895483.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
QueryDsl.xtext,query,https://github.com/indamutsa/query,indamutsa
Thing.xtext,openhab-core,https://github.com/openhab/openhab-core,openhab
PureXbase.xtext,xtext,https://github.com/eclipse/xtext,eclipse
Sculptordsl.xtext,sculptor,https://github.com/sculptor/sculptor,sculptor
FrancaIDL.xtext,franca,https://github.com/franca/franca,franca
Famix.xtext,Getaviz,https://github.com/softvis-research/Getaviz,softvis-research
School.xtext,packtpub-xtext-book-2nd-examples,https://github.com/LorenzoBettini/packtpub-xtext-book-2nd-examples,LorenzoBettini
SADL.xtext,sadl,https://github.com/SemanticApplicationDesignLanguage/sadl,SemanticApplicationDesignLanguage
OCCI.xtext,OCCI-Studio,https://github.com/occiware/OCCI-Studio,occiware
Gherkin.xtext,xgherkin,https://github.com/sebastianbenz/xgherkin,sebastianbenz
